slot,count_cg,label_petir,t_500,t_700,t_850,z_1000,r_500,r_700,r_850,w_700,cape,msl,tcc,d2m,tcrw,u500,u850,v500,v850,sp,u10,v10,t2m
2022-03-04 21:00:00,0,0,268.22696,282.6664,291.23587,719.8203,74.59961,76.02693,78.816284,0.048538208,542.75,100841.625,1,296.06543,0.00012207031,-3.033432,8.703827,-2.958374,0.09689331,100418.625,0.68229675,1.2885132,297.07776
2022-03-05 00:00:00,0,0,268.06302,282.81406,291.23953,802.1758,81.52562,84.88289,83.45152,-0.0023765564,340.625,100937.44,0.9770508,296.6211,0.0053710938,-4.663269,9.499756,0.22367859,-0.15455627,100513.5,1.132431,1.692688,297.89142
2022-03-05 03:00:00,2,1,267.54443,282.64047,291.18503,936.0427,91.29146,87.8647,81.16911,-0.22329617,478,101088.81,0.9866638,296.93896,0.0204467775,-4.015396,9.316406,1.0545349,-0.22506714,100665.31,2.0620422,1.2537231,302.87085
2022-03-05 06:00:00,0,0,268.00528,282.41135,291.06,817.7925,94.62474,86.32626,82.96988,-0.057513237,1260.609375,100948.94,0.9911194,296.87448,0.0204467775,-1.8634186,9.922165,1.863266,0.62776184,100527.125,2.4351196,1.5167694,301.7356
2022-03-05 09:00:00,0,0,267.72043,282.72964,291.86017,672.7178,99.775345,71.05348,81.94058,0.355628974375,753,100783.94,0.99554443,296.97546,0.0204467775,-1.5271912,11.807449,1.6743774,2.8120728,100361.19,2.0233307,1.6416016,300.07385
2022-03-05 12:00:00,0,0,268.15454,282.67847,292.33447,762.60645,103.71292,71.678635,70.69298,0.355628974375,335.875,100886.875,0.9829407,296.34534,0.0204467775,-1.1270905,11.195145,4.0955505,3.3496857,100463.56,0.87609863,1.3600006,299.20892
2022-03-05 15:00:00,0,0,267.7199,282.8758,291.7852,932.0625,99.804794,68.6086,65.27948,0.355628974375,273.75,101086.31,1,296.81726,0.0204467775,7.35643,9.085449,4.055649,2.4552307,100662.625,0.6492157,1.0558014,298.55402
2022-03-05 18:00:00,0,0,267.95828,282.639,291.85413,839.5259,92.39261,69.88487,69.821304,0.355628974375,299.625,100979.125,1,296.51245,0.0204467775,7.143936,8.556702,4.920471,1.6862183,100555.625,1.1910858,0.7342682,297.88068
2022-03-05 21:00:00,0,0,267.35925,282.50278,291.64423,719.532,100.4111,78.60524,76.21092,0.14633846,379.25,100839.625,0.9925842,296.32983,0.0204467775,-0.2846985,8.94931,6.7837314375,2.0751495,100416.69,1.6071014,1.1733551,297.69287
2022-03-06 00:00:00,0,0,267.2199,282.82556,292.13763,783.3157,94.62343,68.535355,72.35715,-0.2637577,130,100914.625,1,296.32214,0.015258789,-2.7358093,8.3025055,4.786606,3.2262115,100490.375,1.5327911,1.4047089,298.08368
2022-03-06 03:00:00,0,0,267.58948,282.1493,291.76007,909.76636,83.9966,76.0278,73.97711,-0.2196722,794.375,101060.125,0.7436218,297.2866,0.0009765625,-4.746063,8.542297,3.339157,2.9078064,100635.94,2.1656036,0.7434845,302.40436
2022-03-06 06:00:00,0,0,269.17996,282.43045,290.85175,732.3982,64.591934,78.64073,88.29956,0.27018166,1125.375,100845.56,1,296.8692,0.0008544922,-6.5095825,8.903763,3.4541016,3.7545013,100424.75,3.71487045625,0.051971436,302.24072
2022-03-06 09:00:00,0,0,268.18094,283.12634,291.40704,618.7842,85.736084,75.20029,81.815094,0.0754385,604.375,100718.94,0.99554443,296.7016,0.0204467775,-4.184372,11.609863,2.5831451,4.1115265,100296.25,3.539444,1.8327332,301.67822
2022-03-06 12:00:00,0,0,268.0787,282.9747,291.71927,778.353,82.81485,81.6006,78.989426,-0.374347694625,391,100904.44,1,296.40668,0.0026855469,-4.909546,11.2986145,2.694992,4.4298152875,100481.56,3.0650024,1.1602325,299.4925
2022-03-06 15:00:00,0,0,267.8384,283.06052,292.37726,881.572,79.10336,74.869995,72.890045,-0.08613396,302.25,101027.125,1,296.5785,0,-4.3069763,9.606644,1.6966248,4.4298152875,100603.56,1.929596,1.4794617,298.92072
2022-03-06 18:00:00,0,0,267.22693,283.00674,292.20728,822.5298,87.13132,72.82373,74.51683,-0.20829105,375.625,100959.06,0.98999023,296.2099,0.00012207031,-3.2801971,8.416687,1.9050446,4.4298152875,100535.375,1.4946747,1.5322876,298.51526
2022-03-06 21:00:00,0,0,267.21518,282.69247,292.07278,727.1621,83.84836,76.362274,79.16849,-0.26766872,475.375,100847.25,0.98965454,296.19733,0.0009765625,-3.298355,7.8100433,2.9476318,4.4298152875,100423.56,1.6841583,1.6688385,298.2011
2022-03-07 00:00:00,0,0,267.6442,282.59122,292.56006,811.4092,89.84779,76.2182,71.712875,-0.15684986,368.625,100946.5,1,296.44022,0.00048828125,-1.7312927,5.2046967,2.1020203,4.4298152875,100522.94,2.269043,1.58638,298.7926
2022-03-07 03:00:00,0,0,267.5158,282.31793,292.5307,866.75903,91.30887,82.98427,71.75841,-0.116244316,973.875,101005.69,1,296.54297,0.010131836,-1.5679626,3.6707,1.4462128,4.4298152875,100582.94,2.2523956,1.7038574,301.8682
2022-03-07 06:00:00,0,0,267.9161,282.58582,292.28482,669.4758,91.616516,82.51691,69.274,0.18502808,1124.625,100773.5,0.997406,296.5238,0.0204467775,0.34773254,1.9454956,1.3164062,4.4298152875,100352.75,1.629425,1.3102722,304.4944
2022-03-07 09:00:00,0,0,267.7867,282.73022,291.67477,609.3508,97.4017,80.79457,79.8746,-0.010717392,1097.25,100710.25,0.997406,297.5037,0.0204467775,-0.06654358,3.6314087,1.7822418,4.4298152875,100288.69,3.7046967,-0.042678833,302.10223
2022-03-07 12:00:00,0,0,268.11493,282.29034,291.67844,752.69165,95.84175,75.49635,75.6924,0.355628974375,1047.25,100878.625,1,297.3058,0.0204467775,1.0137177,1.6907043,1.0071716,4.4298152875,100455.44,3.71487045625,0.5487671,300.1753
2022-03-07 15:00:00,0,0,267.98502,282.29004,291.06284,904.3047,96.78023,78.315384,81.29326,0.27498627,565.875,101054.44,1,296.9909,0.0204467775,2.287201,0.20956421,1.0001221,4.0121307,100629.75,1.2051544,1.3088074,298.8537
2022-03-07 18:00:00,0,0,267.90668,282.09705,290.7871,784.71436,96.86066,76.572266,80.9129,0.032021523,351.5,100917.44,0.99554443,296.71033,0.0204467775,3.1880798,0.8173981,4.2850494,3.090805,100493.375,1.6687775,1.2046661,298.33173
2022-03-07 21:00:00,0,0,268.4444,281.978,291.38034,681.87573,84.76521,76.37741,74.02171,-0.015420914,234,100797.125,0.9941101,296.2788,0.0204467775,1.5497589,1.1950684,5.8428497,2.0121765,100373.06,1.4139252,1.2458038,297.6435
2022-03-08 00:00:00,0,0,267.71848,282.09552,291.77097,803.75635,87.18605,81.646255,69.722,0.07025051,112.375,100940.75,0.8354187,296.36823,0.010620117,-2.002121,1.4606781,4.4940643,1.9080048,100516.06,1.2681274,1.0195465,297.6723
2022-03-08 03:00:00,0,0,268.05338,282.27283,291.36636,858.5786,85.93413,77.48651,71.82028,0.043395996,302.75,101000.06,0.88601685,296.84467,0.00012207031,-4.947403,0.59906006,1.5917511,2.4386597,100576.625,1.4304962,0.44914246,301.878
2022-03-08 06:00:00,0,0,268.40018,282.99048,291.7736,619.73584,82.46451,73.39908,71.69409,0.355628974375,860.125,100716.25,0.8942261,296.88025,0.00048828125,-3.7238007,0.49806213,-0.5265808,2.9064484,100296.125,1.7154236,-0.27445984,304.54816
2022-03-08 09:00:00,274,1,268.42136,283.41437,292.46185,521.05396,86.976135,70.66411,76.49042,0.355628974375,468.625,100607.75,0.982605,297.6049,0.017822266,-3.6281128,1.1821747,-0.69895935,3.7761688,100187,1.9460144,2.1719666,302.00433
2022-03-08 12:00:00,0,0,268.31247,283.30377,292.54614,635.36084,82.85826,77.82176,76.02348,0.14986038,890.375,100737.125,0.9588928,297.3871,0.005004883,0.17182922,-0.6735382,-3.4014435,4.4298152875,100315.875,2.2049713,0.8698273,300.4709
2022-03-08 15:00:00,0,0,268.64148,282.93387,292.12146,803.83765,73.48013,79.01637,81.32956,-0.028385162,510.25,100935.06,0.8987732,297.09607,0,1.4072113,-3.5069427,-2.1788788,2.0593414,100512.25,1.5354004,0.8016815,299.55676
2022-03-08 18:00:00,0,0,268.9835,282.8062,291.1735,689.4846,65.58391,77.33815,89.709045,-0.12274742,364,100803.5,0.8818054,296.9873,0,3.3641052,-2.6015472,-1.4592438,0.1435852,100380.375,1.0476074,1.4594727,298.5078
2022-03-08 21:00:00,0,0,268.3398,282.3345,290.51953,687.60474,72.98587,80.22363,94.11714,0.12251377,413.5,100804.19,0.9303894,296.38025,0.013305664,2.5398712,-1.5233154,-0.07385254,-0.9217987,100381.06,0.11647034,1.8472443,297.7174
2022-03-09 00:00:00,32,1,268.49512,282.5625,290.80035,763.98145,72.04352,77.74739,94.88281,-0.13827896,247.25,100893.625,0.94415283,296.86346,0.00024414062,2.5119019,-2.658615,-0.39572144,0.86442566,100470.06,-0.10177612,0.78237915,298.18854
2022-03-09 03:00:00,40,1,268.18323,282.36957,290.83716,889.3345,78.944,81.83722,93.19194,-0.02605629,655.625,101035.25,0.9911499,296.8217,0.0075683594,0.85476685,-1.6707916,-0.677124,0.49928284,100611.875,0.2381897,-0.8735504,302.18817
2022-03-09 06:00:00,272,1,268.6978,283.31882,291.24854,644.8098,74.73717,74.25966,89.91333,0.19955921,1195.875,100740.25,0.93673706,297.80106,0.0013427734,2.0970154,-1.4112854,-0.85639954,1.3466797,100319.31,0.09954834,-1.4382782,303.2168
2022-03-09 09:00:00,2,1,268.69336,283.52896,291.6338,550.5288,86.13612,76.621506,88.1324,0.355628974375,816.625,100634.625,0.9453125,296.65176,0.0204467775,0.982254,0.07203674,-1.212265,1.3078461,100212.375,2.5218964,-0.35121155,301.39215
2022-03-09 12:00:00,0,0,269.08038,283.8322,291.73395,659.5,76.23944,71.77948,87.87331,0.13051414,199.25,100766.44,0.8085022,296.8427,0,2.8237762,-1.1960754,-2.3178558,1.9416199,100343.625,0.4824829,1.0362091,299.71753
2022-03-09 15:00:00,0,0,268.59662,283.25488,291.54102,807.3467,82.45886,73.72482,89.61363,-0.19677353,318.5,100941.75,0.7941284,296.60663,0,2.3077698,-0.80911255,-0.80511475,0.45672607,100517.625,0.1018219,0.12484741,298.5387
2022-03-09 18:00:00,0,0,268.5378,282.73157,290.88806,735.9707,83.33751,82.18129,92.78113,0.03331852,395,100858.875,0.94970703,296.7887,0.00048828125,2.1067352,-0.8628082,0.75201416,-0.79937744,100435.94,0.67759705,1.1520386,297.64935
2022-03-09 21:00:00,0,0,268.6143,282.274,290.8573,670.99194,82.112045,82.192,92.16339,0.0018529892,546.625,100784.375,0.9652405,296.19678,0.0009765625,1.7134857,-0.46984863,1.7815857,-1.0274353,100361.31,-0.0072784424,1.0434265,297.29016
2022-03-10 00:00:00,0,0,267.83536,283.07297,291.03546,730.87305,83.24077,73.91077,84.45706,0.04759693,395.125,100855.125,1,296.59888,0,0.5637207,-0.7978363,0.14253235,0.112213135,100431.94,0.1717987,1.3900452,297.29987
2022-03-10 03:00:00,0,0,268.33472,282.90256,291.17584,780.11597,77.68431,72.385895,82.33426,-0.022415161,228.875,100907.625,0.98373413,296.73877,0,-0.18389893,-0.6013336,-0.16445923,-0.017715454,100485.375,1.1262665,0.239151,302.46768
2022-03-10 06:00:00,199,1,269.08826,283.3812,291.3442,534.8342,68.54137,70.246765,80.20416,-0.008189201,725.25,100624.375,0.66864014,297.09644,0.002319336,0.98043823,0.44111633,-0.46203613,-0.47042847,100204.375,1.5894318,-2.6318054,304.80457
2022-03-10 09:00:00,137,1,268.8758,283.47577,291.83243,437.66797,77.2285,70.55534,79.17648,0.06122303,553,100503.75,0.7111511,297.14313,0.0021972656,1.3792267,1.3717346,-1.9585114,-0.49267578,100083.61,2.187027,-0.71328735,302.67834
2022-03-10 12:00:00,0,0,268.524,283.57928,291.46173,607.3633,79.512665,75.37099,89.79538,-0.15327358,414.875,100703.19,0.9607849,296.9542,0.00048828125,4.4262085,1.0174103,0.030029297,-0.19586182,100281.56,-0.16007996,-0.70025635,300.57678
2022-03-10 15:00:00,0,0,268.22873,283.2867,291.49377,759.1289,81.189575,79.97574,86.65155,-0.08678627,668.625,100883.125,0.9250488,297.21997,0.0017089844,3.2039337,0.837204,0.7292938,0.06665039,100460.5,-1.1310425,0.77659607,299.07397
2022-03-10 18:00:00,0,0,268.59808,282.5957,291.20554,664.5117,77.54344,84.67819,89.44299,-0.0406847,383.375,100775.125,0.9941101,297.01263,0.0025634766,2.9159393,1.9067535,0.90974426,-0.9971924,100352.375,0.08151245,-0.18190002,298.27008
2022-03-10 21:00:00,2,1,268.38345,283.2389,291.20728,561.8672,82.11809,78.884186,87.776764,-0.22744274,345.25,100655.31,0.9551697,296.61572,0.0007324219,3.500595,2.1037598,1.181778,-0.4828949,100232.94,0.055358887,0.5666046,297.61694
2022-03-11 00:00:00,38,1,268.3788,283.06934,291.01904,704.65625,83.4048,80.45624,90.49773,-0.16867638,207.625,100821.625,0.6917114,296.53046,0.0012207031,2.1300964,3.1757355,1.9599304,-0.49824524,100397.875,0.10983276,0.54060364,297.57538
2022-03-11 03:00:00,2,1,268.35895,283.22495,291.1651,772.0156,86.17967,76.315506,87.44588,-0.057393074,1260.609375,100898.5,0.95736694,297.65778,0.0034179688,0.7833252,3.3329315,0.40046692,-0.37919617,100475.625,1.2469482,-1.537796,301.90442
2022-03-11 06:00:00,201,1,268.95743,283.36298,291.62042,529.6367,85.91148,75.81581,84.12065,-0.186059,1260.609375,100608.25,0.9689331,298.06393,0.0017089844,2.2212677,4.837204,-0.66174316,0.4739685,100187.25,1.553299,-2.847641,303.39078
2022-03-11 09:00:00,46,1,268.738,283.5925,291.15268,466.59766,98.442505,73.89369,91.11569,-0.374347694625,650,100541.125,0.9758606,298.1012,0.0204467775,3.0501099,5.899521,-0.90579224,0.31741333,100118.94,3.1141052,-0.6451721,302.21515
2022-03-11 12:00:00,2,1,268.818,283.3336,291.6149,587.8906,89.1702,83.07747,87.66432,0.09194946,368.5,100683.5,0.997406,297.308,0.013061523,4.326721,7.4850006,-1.4537201,-0.49687195,100261.06,2.1450806,0.97869873,299.4673
2022-03-11 15:00:00,0,0,268.79483,283.3171,291.90872,677.1289,86.64905,81.29779,82.00757,-0.05634594,266.625,100787.81,1,296.9004,0.0010986328,3.8784332,7.4574585,-0.40753174,-0.070373535,100365.125,1.7571106,1.6053772,298.76843
2022-03-11 18:00:00,0,0,268.57935,282.83932,291.37402,628.45703,85.70926,82.11743,86.17102,-0.023387909,296.875,100732,0.99554443,296.77386,0.0030517578,3.796402,7.446884,0.7100525,0.48902893,100309.06,1.7696991,1.1755524,298.34998
2022-03-11 21:00:00,0,0,268.52322,282.91687,291.1681,531.1719,87.692154,81.351974,87.82167,0.2482214,156.875,100618.625,0.9688721,297.04468,0.007446289,3.144165,9.310059,0.81747437,0.62005615,100195.25,2.4826355,1.6390228,298.5512
2022-03-12 00:00:00,0,0,268.44003,283.88815,291.4031,609.17944,87.22864,65.72826,85.5589,0.093387604,93.375,100709.44,1,296.87375,0.0008544922,2.6616974,9.411926,2.8157349,0.43844604,100286.125,2.4328003,1.0610809,298.5536
2022-03-12 03:00:00,0,0,268.57578,283.90164,291.41464,682.9929,87.13663,64.038284,86.278366,-0.20660305,385.625,100793.06,0.98999023,297.61923,0.0036621094,2.400711,9.257706,3.2219849,-0.25526428,100371.25,3.600998,0.24206543,302.96228
2022-03-12 06:00:00,8,1,268.94592,283.16333,291.0603,556.41895,92.337204,84.687485,91.465485,-0.374347694625,598.5,100641,0.90179443,298.04083,0.0204467775,3.7360687,11.046356,0.9607239,-0.20205688,100218.69,3.71487045625,-0.3603363,302.09863
2022-03-12 09:00:00,6,1,268.93524,283.56134,291.0817,438.03174,92.52351,74.07405,91.762054,0.034669876,657.875,100508.25,1,297.44293,0.0204467775,4.867401,8.657196,1.704895,0.544754,100086.375,2.3600159,0.5853729,300.4478
2022-03-12 12:00:00,44,1,269.41403,283.36166,291.21426,541.2417,89.264404,84.72574,87.51599,-0.27009773,196.25,100629.75,1,297.4503,0.01977539,3.848175,8.411179,0.040618896,-0.15867615,100207.44,1.4269257,0.7241516,299.39972
2022-03-12 15:00:00,0,0,269.04675,282.7331,291.4967,722.5425,90.976135,98.24159,81.62836,-0.0559597,230.5,100841.19,1,296.84003,0.0204467775,3.8695679,9.211395,1.732605,-0.22155762,100418.375,1.5389557,0.7700653,298.7943
2022-03-12 18:00:00,0,0,268.48242,283.14758,291.45816,659.82666,93.53595,90.64728,79.720245,0.23131084,207.25,100768,1,296.66064,0.01574707,3.5368958,10.368835,1.3582916,-1.5782166,100345.5,1.8444672,0.52098083,298.18024
2022-03-12 21:00:00,0,0,269.12933,283.32278,291.65955,535.9756,80.11546,89.69771,80.65825,-0.16467476,206.875,100623.69,0.96899414,296.56305,0.009521484,1.963623,9.982437,-1.1877594,-2.2082367,100200.44,1.2846222,1.1581421,297.74713
2022-03-13 00:00:00,0,0,268.7386,284.2828,291.7401,650.12524,83.899994,71.60208,82.796524,-0.06618023,237.625,100756.81,0.63287354,297.25623,0.00024414062,-3.1439667,10.275223,-2.138626,-1.4994507,100333.5,0.6168518,1.3297882,298.5703
2022-03-13 03:00:00,0,0,268.45016,284.13992,291.7497,728.88135,83.40947,71.25198,82.859604,-0.09743118,435.625,100845.69,0.47961426,297.57056,0.005493164,-0.9198761,7.3792877,-2.8010712,-1.475296,100424.125,2.2277832,-0.8864746,302.00778
2022-03-13 06:00:00,3,1,268.71265,283.84137,291.77954,593.6467,75.546616,73.776794,81.653305,0.015788078,1260.609375,100686.875,0.41540527,298.28363,0.005004883,-0.76597595,6.5890503,-3.5450897,0.25987244,100266.625,1.8035278,-1.9730225,303.2933
2022-03-13 09:00:00,0,0,269.31128,284.70135,292.35028,435.18477,62.958252,70.19714,74.10506,-0.1681099,1260.609375,100503.4,0.7757263,297.78543,0.0204467775,-1.7934265,6.6784515,-2.634842,0.12033081,100083.61,2.2828064,-1.8795166,302.15967
2022-03-13 12:00:00,0,0,269.24872,283.53824,291.73056,645.5039,61.790894,79.05307,81.6443,-0.2850256,453.875,100749.125,0.9862976,297.4672,0.0025634766,-1.592865,5.419342,-2.7923431,-0.11152649,100327.75,0.40374756,-1.7493439,299.89478
2022-03-13 15:00:00,0,0,267.96558,283.63544,291.58215,849.58594,71.78287,78.06041,82.355225,-0.18049431,830.875,100988.06,0.9500122,297.54742,0,-3.3182068,3.3349915,-3.018402,0.59059143,100565.125,-0.7802582,0.74368286,298.953
2022-03-13 18:00:00,0,0,268.27045,283.57724,291.12543,751.3008,65.98094,78.05551,87.43547,0.16896725,875,100874.56,1,297.22168,0.0041503906,-4.232712,2.4996185,-2.5702667,0.44532776,100451.44,0.24139404,0.23091125,298.2292
2022-03-13 21:00:00,0,0,268.18378,283.46475,292.00803,650.4453,76.20099,78.085815,78.960785,-0.17818451,672.375,100758.25,0.9500122,296.6563,0.00048828125,-5.070572,3.2292175,-2.5609589,0.63819885,100334.25,0.9374695,0.42695618,297.6272
2022-03-14 00:00:00,0,0,268.4276,283.5894,292.26733,738.15625,78.45877,78.07335,77.463135,0.075733185,573.75,100859.56,0.8882446,297.04907,0,-7.9742126,2.805191,-3.3346863,0.6812744,100436.31,0.36016846,1.4125671,298.5783
2022-03-14 03:00:00,0,0,268.7444,283.777,292.6239,820.46875,70.732544,78.398865,74.417725,-0.17078018,1106,100952.56,0.20358276,297.51657,0,-8.886261,1.5765381,-1.984848,1.561966,100531.06,0.27676392,-0.53881836,303.10312
2022-03-14 06:00:00,126,1,269.13025,283.50314,292.80728,519.22656,56.924774,81.64958,75.84599,-0.048662186,1260.609375,100600.125,0.3621521,298.27136,0.0010986328,-8.29245,2.9049072,-1.7053223,2.1039429,100180.25,1.8858948,-2.1035461,303.2423
2022-03-14 09:00:00,697,1,269.2257,283.86078,292.33545,441.39844,61.49211,75.01213,92.30777,-0.374347694625,1260.609375,100508.06,1,298.01135,0.0204467775,-7.215454,3.113388,0.2741089,2.633667,100087.06,1.2101288,0.19613647,302.54883
2022-03-14 12:00:00,20,1,268.71545,283.1915,291.86316,640.8047,71.443985,88.081024,88.778366,-0.3731699,995.25,100741.06,1,297.83038,0.020019531,-7.1208496,2.8575745,-0.44189453,3.9138489,100318.94,-0.032989502,-0.043655396,299.78406
2022-03-14 15:00:00,0,0,267.92337,283.32428,292.66992,775.0039,79.61914,83.902756,74.2663,-0.039852142,911.75,100901.375,1,297.68692,0.002319336,-8.427124,1.9130249,-1.7313843,4.4298152875,100478.81,-0.60621643,0.906662,299.01434
2022-03-14 18:00:00,0,0,268.19714,282.5111,292.3222,669.7578,82.40233,94.34491,75.90112,-0.068463326,781.625,100779.06,1,297.4577,0,-6.7471313,1.8044586,-1.5960693,4.4298152875,100357.06,0.37361145,1.019867,298.60345
2022-03-14 21:00:00,2,1,268.25366,282.57468,291.8592,598.3281,86.13588,93.762405,80.66463,-0.08695793,857.375,100696.375,0.945282,297.02618,0.0032958984,-5.9601593,0.23753357,-0.69721985,3.9832306,100274.31,-0.5320587,0.805954,298.17047
2022-03-15 00:00:00,0,0,268.71317,282.83124,291.81042,664.6758,91.91322,92.59447,83.339935,-0.2172823,324.25,100774.31,1,297.21826,0.0204467775,-5.56839,-1.2064972,0.40422058,2.7472382,100352.19,1.2041779,1.6105194,298.526
2022-03-15 03:00:00,50,1,268.94272,282.89246,291.00815,805.9961,98.415115,90.02707,89.12404,-0.21328545,285.125,100940.5,1,297.35873,0.0204467775,-4.887253,-1.3148193,0.6248169,1.4599609,100516.25,0.6132355,1.4610443,301.99976
2022-03-15 06:00:00,123,1,269.26175,283.0968,290.58408,654.8125,98.90341,84.49605,91.0715,0.2852335,232.625,100763.375,1,297.4544,0.0204467775,-2.4965057,-1.7738647,0.016616821,1.1734924,100340.125,0.7511444,0.18502808,301.75012
2022-03-15 09:00:00,0,0,269.1161,282.6435,290.78564,533.8672,98.757034,79.912704,90.70859,0.15715504,293.25,100620.81,0.997406,297.13434,0.0204467775,-4.5231323,-0.924057,-1.753128,3.797821,100198.81,2.1460724,1.2120361,299.9541
2022-03-15 12:00:00,0,0,268.66034,283.20877,292.84634,618.6924,100.26419,68.02568,74.73802,0.355628974375,120.875,100719.81,0.99554443,297.1117,0.0204467775,-3.2352448,0.19950867,-2.5748749,4.4298152875,100296.81,1.7258759,0.7437897,298.89142
2022-03-15 15:00:00,0,0,268.68115,283.48996,292.9679,724.1111,91.72081,64.75444,64.08931,0.021866798,73.75,100846.25,1,296.55978,0.001953125,-6.2009583,-0.43093872,-4.5966034,4.4298152875,100422.69,0.994339,0.5563202,298.20544
2022-03-15 18:00:00,0,0,268.69205,283.00247,292.4739,644.56885,88.267044,71.73143,69.289,-0.0992403,49.875,100751.69,0.997406,296.35797,0.010986328,-6.378723,-0.6223602,-3.2881165,3.1434479,100328.31,0.5583801,0.94403076,297.43005
2022-03-15 21:00:00,0,0,269.1331,282.38113,291.593,547.9973,71.53212,74.92357,80.18906,0.09383297,121.75,100639.125,0.5555115,295.99414,0.00048828125,-7.065567,-0.8751526,-2.5823364,2.034195,100216.125,-0.2479248,1.16156,297.01477
2022-03-16 00:00:00,0,0,268.45676,282.76273,291.17166,699.91455,66.9839,72.817856,83.541916,0.060201645,211.125,100819.75,0.73431396,296.25153,0,-6.63797,-2.2305603,-2.5778809,-0.4663086,100396.19,-0.64723206,1.4063721,296.84393
2022-03-16 03:00:00,0,0,268.01947,283.111,291.47037,787.7876,81.11084,72.9037,80.112366,0.115504265,224.125,100915.625,0.6849365,296.92514,0,-7.2233124,-3.5355225,-2.2422638,-1.1958771,100493.56,-1.1661224,-0.53115845,302.42755
2022-03-16 06:00:00,2,1,268.53787,283.11603,291.8462,580.71533,80.3208,81.05708,79.50444,-0.07131195,478.75,100674.125,0.42181396,297.85974,0.0028076172,-6.5773773,-3.2043152,-0.8036194,-1.3773499,100253.625,-2.022461,-2.3232422,304.32715
2022-03-16 09:00:00,0,0,268.86188,283.51883,291.90012,445.2141,73.99327,83.418274,77.33264,-0.049016953,361.5,100514,0.59906006,297.89474,0.020263672,-6.2126007,-3.7565002,0.20855713,-1.0405273,100093.31,-2.2368011,-1.7572327,302.8321
2022-03-16 12:00:00,0,0,268.84222,283.9096,292.26865,583.5144,65.539825,80.06174,79.85962,-0.05985737,899.75,100675.25,0.8996887,297.63855,0.00012207031,-6.566925,-4.438629,0.99786377,0.6912384,100254.69,-0.9627533,0.7177124,301.0401
2022-03-16 15:00:00,0,0,268.9351,283.63632,291.90427,747.3906,60.616608,81.52069,83.30592,-0.02031517,946.5,100866.5,0.8355408,297.3416,0,-7.564499,-4.480942,0.91152954,0.9750061,100444.75,0.06933594,0.8841858,299.94055
2022-03-16 18:00:00,0,0,268.53693,283.34875,291.60513,672.6592,68.570496,84.28195,84.507126,-0.052963257,994.5,100782.75,0.92840576,297.08484,0.0009765625,-8.808014,-3.6663666,0.37750244,1.2185669,100361.19,0.18336487,0.7755432,298.78027
2022-03-16 21:00:00,0,0,268.2765,282.73492,291.4066,564.58105,79.72592,89.22072,80.3091,-0.10369873,715,100657.125,0.88964844,296.7824,0.0026855469,-8.207703,-4.0266113,0.10688782,1.418045,100235.125,-0.15078735,0.7349396,297.8675
2022-03-17 00:00:00,0,0,268.04993,283.18082,291.52725,686.28516,81.93019,86.70131,79.4563,0.04672718,526.5,100799.31,0.35565186,297.07202,0,-6.5375824,-5.3247223,-0.5725708,0.41897583,100376.44,-0.5749054,0.9076538,298.53198
2022-03-17 03:00:00,95,1,268.60492,282.74738,291.66434,802.8672,67.89584,90.44827,77.89592,-0.07397652,924.75,100931,0.5429077,297.69925,0.00012207031,-5.7730865,-6.4095917,-0.5319977,-0.21228027,100509.25,-0.86880493,-0.6154175,302.94238
2022-03-17 06:00:00,58,1,269.44537,282.94025,291.76758,588.3008,56.06456,87.91908,82.520294,0.355628974375,1260.609375,100683.875,0.94207764,297.9417,0.0012207031,-5.671219,-5.7190247,-0.15826416,0.13812256,100263.625,-0.95573425,-1.8394623,303.31757
2022-03-17 09:00:00,0,0,269.46985,283.79547,291.91052,454.6875,64.88014,73.833755,84.04271,-0.20080376,826,100529.81,0.97073364,297.8775,0.007446289,-5.745926,-4.877701,-0.19970703,0.5656891,100109.375,-1.5386963,0.25639343,302.7464
2022-03-17 12:00:00,0,0,270.15503,284.073,291.74414,535.58984,50.736755,72.992325,89.265945,-0.20511818,490,100620.5,0.8143921,297.81735,0.0028076172,-5.2862244,-3.6768494,0.31944275,1.3814545,100199.75,0.34240723,-1.0625305,301.2591
2022-03-17 15:00:00,0,0,269.17398,283.496,291.64532,765.7969,56.662613,77.15874,86.94899,-0.0931654,646,100889.625,0.70962524,297.7246,0.0009765625,-6.8482666,-3.144104,0.6778412,1.4393616,100466.5,1.4817505,0.47547913,299.7047
2022-03-17 18:00:00,0,0,269.18677,282.84515,291.30704,683.65234,53.11023,78.30557,89.696075,-0.1449318,570.75,100794.875,0.9241028,297.21143,0.0008544922,-7.774933,-0.4194336,-1.0461121,1.9661713,100372.81,1.2436218,1.1206512,298.6588
2022-03-17 21:00:00,0,0,268.75482,282.6478,291.34772,601.8242,56.527206,71.23932,88.925446,-0.06838322,463,100701.19,0.9614868,296.76495,0.00024414062,-6.787628,0.36950684,-1.4085541,2.192871,100278.625,0.42288208,1.2064056,297.831
2022-03-18 00:00:00,0,0,268.5477,282.4234,291.5542,715.1719,55.322006,79.491104,82.91829,-0.0038137436,374.625,100833.69,0.93740845,296.778,0,-5.632477,-0.4956665,-0.39067078,1.2073212,100411.31,0.3669281,1.0938416,298.49872
